STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
UTTAR PRADESH,J.P.NAGAR,2007,66,28,34,0,16,167,95,91,0,25,12,34,149,279,1244
UTTAR PRADESH,JALAUN,2007,48,8,27,5,13,82,14,45,5,3,32,42,81,607,1164
UTTAR PRADESH,JAUNPUR,2007,44,24,47,6,41,169,84,151,3,360,47,28,42,844,2198
UTTAR PRADESH,JHANSI,2007,66,10,25,0,23,178,14,78,7,44,28,38,24,457,1183
UTTAR PRADESH,KANNAUJ,2007,54,6,32,1,16,78,17,44,4,26,13,32,128,418,1084
UTTAR PRADESH,KANPUR DEHAT,2007,41,13,62,4,15,114,103,89,2,267,37,51,139,610,1820
UTTAR PRADESH,KANPUR NAGAR,2007,148,46,291,42,114,1204,273,582,18,548,59,102,107,2905,8008
UTTAR PRADESH,KAUSHAMBI,2007,51,30,48,3,26,69,35,33,2,103,35,27,62,416,1156
UTTAR PRADESH,KHIRI,2007,93,47,75,6,21,276,42,104,4,293,57,48,50,891,2308
UTTAR PRADESH,KUSHI NAGAR,2007,20,9,29,0,7,72,51,69,3,145,18,17,143,322,1127
UTTAR PRADESH,LALITPUR,2007,22,10,13,4,2,44,29,13,0,165,14,16,39,107,583
UTTAR PRADESH,LUCKNOW,2007,159,82,260,32,221,2642,299,779,3,58,57,98,478,3007,10017
UTTAR PRADESH,MAHARAJGANJ,2007,25,23,25,2,11,52,33,81,0,79,18,18,78,488,1111
UTTAR PRADESH,MAHOBA,2007,30,10,11,0,8,55,12,17,4,23,12,21,20,182,496
UTTAR PRADESH,MAINPURI,2007,108,11,72,58,65,251,72,101,1,186,48,32,15,846,2232
UTTAR PRADESH,MATHURA,2007,83,36,74,9,44,610,141,370,11,181,26,62,273,1402,3965
UTTAR PRADESH,MAU,2007,32,8,37,0,14,93,78,72,11,85,14,21,67,185,911
UTTAR PRADESH,MEERUT,2007,195,39,150,7,86,854,148,330,6,153,38,63,229,1026,4410
UTTAR PRADESH,MIRZAPUR,2007,40,10,8,0,9,98,7,52,0,92,28,13,43,250,795
UTTAR PRADESH,MORADABAD,2007,130,58,129,4,44,597,95,206,2,80,34,83,132,2017,4304
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,37,154,12,75,532,142,191,0,12,34,56,123,1418,3720
UTTAR PRADESH,PILIBHIT,2007,38,23,47,0,4,83,10,120,1,1,18,38,63,1029,1651
UTTAR PRADESH,PRATAPGARH,2007,58,16,53,3,19,180,91,59,17,200,27,32,90,530,1684
UTTAR PRADESH,RAIBAREILLY,2007,57,31,47,5,14,175,55,97,0,212,31,53,140,535,1826
UTTAR PRADESH,RAMPUR,2007,57,40,61,5,47,274,52,169,4,9,18,50,105,1021,2138
UTTAR PRADESH,SAHARANPUR,2007,81,14,41,1,22,389,80,227,0,32,16,36,132,1338,2960
UTTAR PRADESH,SANT KABIRNAGAR,2007,21,9,20,0,12,36,16,28,2,81,7,13,47,111,503
UTTAR PRADESH,SHAHJAHANPUR,2007,126,52,102,19,48,244,59,129,11,189,56,84,198,1014,2691
UTTAR PRADESH,SHRAWASTI,2007,19,10,18,2,5,55,11,16,0,59,4,12,27,63,393
UTTAR PRADESH,SIDHARTHNAGAR,2007,12,5,25,0,7,78,13,61,0,49,9,13,59,286,771
UTTAR PRADESH,SITAPUR,2007,112,67,102,7,43,466,57,92,15,273,61,69,105,963,2881
UTTAR PRADESH,SONBHADRA,2007,35,16,12,1,8,66,13,50,3,129,11,21,105,141,744
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13,1,13,1,14,70,12,24,0,59,14,9,54,97,478
UTTAR PRADESH,SULTANPUR,2007,59,34,50,1,37,198,41,59,0,268,21,30,168,326,1594
UTTAR PRADESH,UNNAO,2007,94,30,68,6,32,165,45,51,0,155,52,37,137,423,1560
UTTAR PRADESH,VARANASI,2007,66,20,50,2,44,917,119,257,2,269,35,20,79,1195,3784
UTTARAKHAND,ALMORA,2007,19,6,0,2,10,42,11,6,4,25,5,4,14,90,299
UTTARAKHAND,BAGESHWAR,2007,10,3,0,0,2,8,5,5,0,3,2,6,9,40,109
UTTARAKHAND,CHAMOLI,2007,15,10,7,0,1,26,19,8,3,21,2,5,25,29,221
UTTARAKHAND,CHAMPAWAT,2007,5,2,2,0,3,13,3,2,2,13,0,1,9,16,84
UTTARAKHAND,DEHRADUN,2007,37,29,60,7,25,396,98,237,2,250,3,45,135,462,2205
UTTARAKHAND,HARIDWAR,2007,55,28,72,19,70,472,99,259,9,352,16,31,198,427,2534
UTTARAKHAND,NAINITAL,2007,26,6,25,7,13,176,28,34,0,39,12,4,102,319,883
UTTARAKHAND,PAURI GARHWAL,2007,19,7,11,0,3,49,12,10,4,75,7,4,39,107,419
UTTARAKHAND,PITHORAGARH,2007,9,9,9,1,8,33,11,7,4,40,3,11,0,142,341
UTTARAKHAND,RUDRA PRAYAG,2007,6,1,5,0,3,20,8,6,0,9,5,6,12,21,134
UTTARAKHAND,TEHRI GARHWAL,2007,11,2,4,0,9,37,18,17,1,12,3,2,24,67,248
UTTARAKHAND,UDHAMSINGH NAGAR,2007,54,12,49,10,23,292,133,99,0,42,9,21,41,872,1903
UTTARAKHAND,UTTARKASHI,2007,2,2,9,0,3,29,14,7,8,5,3,6,0,94,219
WEST BENGAL,24 PARGANAS NORTH,2007,194,231,236,13,18,1183,545,210,10,281,53,187,113,3917,9201
WEST BENGAL,24 PARGANAS SOUTH,2007,158,205,241,14,39,1440,325,123,7,218,67,205,4,3787,8856
WEST BENGAL,ASANSOL,2007,26,15,18,3,9,145,18,57,1,109,11,20,61,679,1491
WEST BENGAL,BANKURA,2007,49,44,14,5,20,157,87,21,7,166,24,43,122,332,1329
WEST BENGAL,BIRBHUM,2007,66,53,31,10,14,263,199,34,14,203,9,44,176,463,1868
WEST BENGAL,BURDWAN,2007,122,69,54,13,28,517,212,103,4,179,31,135,892,1438,4384
WEST BENGAL,COOCHBEHAR,2007,34,139,68,1,8,160,50,25,1,105,6,122,82,878,2051
WEST BENGAL,DAKSHIN DINAJPUR,2007,34,46,47,0,4,92,30,10,3,89,10,93,80,435,1284
WEST BENGAL,DARJEELING,2007,31,48,36,5,7,473,28,16,4,638,2,37,123,248,1873
WEST BENGAL,HOOGHLY,2007,90,57,46,12,24,631,281,21,11,305,16,48,204,1057,3632
WEST BENGAL,HOWRAH,2007,69,45,83,4,17,635,180,152,7,463,33,87,301,1450,4073
WEST BENGAL,HOWRAH G.R.P.,2007,9,1,3,0,5,401,3,4,1,7,0,4,0,42,493
WEST BENGAL,JALPAIGURI,2007,122,235,202,5,35,1538,69,46,5,490,14,211,207,2589,6654
WEST BENGAL,KHARAGPUR G.R.P.,2007,3,0,2,1,0,127,2,0,0,0,0,2,6,25,170
WEST BENGAL,KOLKATA,2007,36,44,114,2,74,2924,220,1126,0,1241,8,189,459,3611,10901
WEST BENGAL,MALDA,2007,88,103,73,4,15,273,35,24,0,306,11,103,2,719,2175
WEST BENGAL,MURSHIDABAD,2007,132,369,140,10,17,655,212,91,11,720,32,250,246,1227,5243
WEST BENGAL,NADIA,2007,99,183,175,18,14,863,193,214,9,988,42,249,217,1361,5623
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,60,61,10,31,328,204,53,9,131,31,83,4,1249,2933
WEST BENGAL,PURAB MIDNAPUR,2007,76,41,75,8,10,242,741,29,3,12,24,36,320,991,3099
WEST BENGAL,PURULIA,2007,46,38,14,0,12,184,58,24,1,1,14,70,0,700,1385
WEST BENGAL,SEALDAH G.R.P.,2007,6,3,4,5,5,164,8,7,0,19,1,4,0,27,269
WEST BENGAL,SILIGURI G.R.P.,2007,4,1,1,2,0,57,2,0,0,0,0,1,0,26,96
WEST BENGAL,UTTAR DINAJPUR,2007,53,76,62,1,21,295,25,16,13,238,12,58,184,652,2019
A & N ISLANDS,A and N ISLANDS,2007,15,3,12,5,9,112,17,23,11,99,1,21,4,337,807
CHANDIGARH,CHANDIGARH,2007,19,22,52,2,37,1740,79,170,9,78,1,32,15,999,3643
D & N HAVELI,D and N HAVELI,2007,10,7,9,1,3,87,39,10,10,25,0,0,12,161,425
DAMAN & DIU,DAMAN,2007,12,1,0,3,1,37,26,6,2,14,1,0,29,24,210
DAMAN & DIU,DIU,2007,0,0,1,0,1,6,5,0,1,6,0,0,3,13,50
DELHI UT,CENTRAL,2007,27,22,70,1,28,1069,4,149,1,136,6,38,8,1442,3248
DELHI UT,EAST,2007,34,73,145,7,102,2239,17,201,3,218,16,112,18,2274,6016
DELHI UT,GRP(RLY),2007,3,4,12,0,2,795,0,13,0,10,0,4,2,68,926
DELHI UT,IGI AIRPORT,2007,1,0,3,0,6,144,1,411,0,0,0,8,0,78,662
DELHI UT,NEW DELHI,2007,4,7,12,1,23,698,7,284,3,28,0,23,1,983,2195
DELHI UT,NORTH,2007,22,33,64,5,33,747,7,182,3,133,6,43,6,1750,3352
DELHI UT,NORTH-EAST,2007,66,89,241,2,55,1287,2,91,0,247,17,120,48,2257,5121
DELHI UT,NORTH-WEST,2007,57,51,208,4,63,1841,6,199,1,141,7,64,10,1993,5189
DELHI UT,OUTER,2007,102,121,360,4,85,1216,12,98,4,226,29,100,46,2690,5690
DELHI UT,SOUTH,2007,68,83,256,2,75,3179,19,348,5,193,22,169,67,4892,10414
DELHI UT,SOUTH-WEST,2007,51,51,148,7,47,1802,9,154,8,147,19,85,18,3633,6821
DELHI UT,STF,2007,0,0,0,1,0,0,0,7,1,0,0,0,0,19,40
DELHI UT,WEST,2007,60,64,169,0,38,2020,3,199,2,257,16,102,28,2775,6391
LAKSHADWEEP,LAKSHADWEEP,2007,0,1,0,0,0,20,1,0,0,0,0,2,0,26,56
PUDUCHERRY,KARAIKAL,2007,4,3,5,0,0,87,29,6,7,179,0,33,45,336,766
PUDUCHERRY,PONDICHERRY,2007,30,6,15,1,8,700,116,39,11,725,2,56,222,2201,4288
ANDHRA PRADESH,ADILABAD,2008,73,50,41,3,20,427,100,135,45,1289,5,174,336,1782,5300
ANDHRA PRADESH,ANANTAPUR,2008,154,37,90,10,20,496,51,108,0,1050,12,133,334,2762,5734
ANDHRA PRADESH,CHITTOOR,2008,123,30,84,6,20,1321,64,295,33,1017,26,104,730,2535,7307
ANDHRA PRADESH,CUDDAPAH,2008,114,27,76,2,12,537,143,248,11,1149,11,212,496,2984,6605
ANDHRA PRADESH,CYBERABAD,2008,197,80,141,7,81,3081,74,1183,42,3321,59,130,1166,1397,14173
ANDHRA PRADESH,EAST GODAVARI,2008,82,48,91,0,19,1189,48,328,47,3172,23,194,642,1175,8435
ANDHRA PRADESH,GUNTAKAL RLY.,2008,7,0,0,0,1,122,0,4,0,7,0,3,2,14,171
ANDHRA PRADESH,GUNTUR,2008,159,48,83,4,25,1233,64,393,74,1615,26,306,621,3065,8911
ANDHRA PRADESH,HYDERABAD CITY,2008,122,62,140,10,115,5200,143,1875,44,4244,41,231,482,3067,18567
ANDHRA PRADESH,KARIMNAGAR,2008,134,84,159,1,15,697,153,525,56,2937,48,310,519,1368,8337
ANDHRA PRADESH,KHAMMAM,2008,123,70,103,3,9,560,97,150,28,1089,26,213,492,2179,5834
ANDHRA PRADESH,KRISHNA,2008,53,38,69,0,11,587,13,114,38,2434,12,254,403,775,5528
ANDHRA PRADESH,KURNOOL,2008,116,47,89,14,28,530,158,282,9,2972,17,419,551,1713,7835
ANDHRA PRADESH,MAHABOOBNAGAR,2008,188,72,104,9,36,923,65,173,56,2306,35,162,696,1190,6661
ANDHRA PRADESH,MEDAK,2008,140,50,62,7,20,641,57,241,37,2190,35,114,672,933,5989
ANDHRA PRADESH,NALGONDA,2008,121,90,91,7,31,551,135,218,77,1762,32,243,728,3043,8026
ANDHRA PRADESH,NELLORE,2008,70,39,83,4,23,735,43,121,52,2408,6,184,414,1029,6118
ANDHRA PRADESH,NIZAMABAD,2008,153,31,51,7,31,686,67,241,47,1969,16,70,420,1080,5709
ANDHRA PRADESH,PRAKASHAM,2008,75,30,66,5,12,413,28,216,124,1222,5,192,445,2072,5453
ANDHRA PRADESH,RANGA REDDY,2008,91,37,23,2,8,184,19,65,30,855,19,39,190,510,2419
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,10,2,0,0,2,371,0,4,0,17,0,1,3,60,476
ANDHRA PRADESH,SRIKAKULAM,2008,25,32,18,2,4,219,8,59,26,1632,6,92,269,961,3908
ANDHRA PRADESH,VIJAYAWADA CITY,2008,34,30,49,1,24,1176,8,326,23,1482,9,104,291,610,5127
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,0,1,0,3,306,1,3,0,12,0,1,1,57,417
ANDHRA PRADESH,VISAKHA RURAL,2008,65,12,12,0,3,153,159,61,20,1509,10,79,365,294,3107
ANDHRA PRADESH,VISAKHAPATNAM,2008,32,29,34,3,28,1045,14,267,10,412,13,87,313,1886,5015
ANDHRA PRADESH,VIZIANAGARAM,2008,29,6,16,0,1,206,12,99,21,478,3,88,270,1411,3142
ANDHRA PRADESH,WARANGAL,2008,121,59,82,1,3,455,173,304,44,1562,36,223,512,2240,6758
ANDHRA PRADESH,WEST GODAVARI,2008,78,117,112,2,18,1318,33,355,27,2055,25,368,498,1737,8213
ARUNACHAL PRADESH,CHANGLANG,2008,6,2,4,0,7,49,0,1,3,39,0,5,3,54,199
ARUNACHAL PRADESH,DIBANG VALLEY,2008,1,3,6,1,1,36,0,2,2,28,0,9,2,25,133
ARUNACHAL PRADESH,K/KUMEY,2008,3,2,3,0,1,4,2,1,0,21,0,2,4,43,97
ARUNACHAL PRADESH,KAMENG EAST,2008,4,5,6,2,4,13,1,0,0,49,0,0,9,34,144
ARUNACHAL PRADESH,KAMENG WEST,2008,1,0,3,3,0,20,2,1,0,18,0,4,20,13,97
ARUNACHAL PRADESH,LOHIT,2008,11,3,1,0,6,43,1,0,0,19,0,1,10,50,159
ARUNACHAL PRADESH,PAPUM PARE,2008,11,7,18,5,33,111,2,10,3,81,0,12,17,138,541
ARUNACHAL PRADESH,SIANG EAST,2008,9,5,8,2,7,40,0,4,0,27,0,6,7,30,179
ARUNACHAL PRADESH,SIANG UPPER,2008,1,0,1,0,2,12,0,1,0,10,0,1,4,8,55
ARUNACHAL PRADESH,SIANG WEST,2008,6,13,10,0,1,51,1,2,2,65,0,6,7,75,276
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,4,0,4,0,6,16,1,2,0,39,0,10,4,35,135
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,4,2,2,0,4,13,7,4,0,55,0,6,5,48,162
ARUNACHAL PRADESH,TAWANG,2008,2,0,0,0,1,10,0,0,0,11,0,5,6,4,42
ARUNACHAL PRADESH,TIRAP,2008,7,0,13,1,6,24,1,0,0,14,0,5,5,31,141
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,2,0,0,0,0,3,0,0,0,3,0,0,1,2,14
ASSAM,BARPETA,2008,54,97,128,14,16,209,277,11,3,253,14,34,215,806,2539
ASSAM,BASKA,2008,67,23,35,3,7,35,3,4,3,77,4,16,12,126,465
ASSAM,BONGAIGAON,2008,15,51,60,7,7,138,83,36,4,94,5,13,81,388,1219
ASSAM,C.I.D.,2008,0,0,0,0,0,1,0,10,0,0,0,0,0,13,24
ASSAM,CACHAR,2008,56,72,128,43,23,640,245,64,49,71,13,19,61,2843,4869
ASSAM,CHIRANG,2008,24,25,33,2,4,57,5,7,3,42,0,15,40,144,467
ASSAM,DARRANG,2008,38,57,59,6,16,136,61,31,27,347,2,162,107,205,1493
ASSAM,DHEMAJI,2008,21,88,66,1,23,152,22,35,14,345,0,40,59,226,1326
ASSAM,DHUBRI,2008,44,116,139,16,15,240,304,79,20,598,4,88,90,881,3242
ASSAM,DIBRUGARH,2008,99,46,89,4,31,587,21,34,0,440,4,60,101,583,2343
ASSAM,G.R.P.,2008,6,5,8,4,6,155,1,2,0,7,0,2,4,43,251
ASSAM,GOALPARA,2008,36,66,76,14,9,131,147,30,19,115,4,32,104,339,1319
ASSAM,GOLAGHAT,2008,65,42,61,15,25,247,54,32,29,258,0,46,156,240,1476
ASSAM,GUWAHATI CITY,2008,50,59,167,20,77,1129,74,147,15,345,5,169,135,3768,7163
ASSAM,HAILAKANDI,2008,27,39,61,16,5,122,343,22,14,28,3,8,21,305,1171
ASSAM,JORHAT,2008,51,44,54,5,15,269,16,41,10,297,0,59,88,326,1517
ASSAM,KAMRUP,2008,46,36,113,11,55,704,34,47,35,195,3,75,111,483,2429
ASSAM,KARBI ANGLONG,2008,55,16,25,11,9,141,35,12,8,31,1,7,67,188,684
ASSAM,KARIMGANJ,2008,27,19,49,6,8,105,228,15,8,120,5,10,32,240,1046
ASSAM,KOKRAJHAR,2008,53,55,51,5,8,173,38,25,12,82,4,16,74,164,902
ASSAM,LAKHIMPUR,2008,41,52,91,4,9,177,17,28,16,551,1,24,114,509,1905
ASSAM,MORIGAON,2008,20,75,68,9,12,169,64,50,6,510,4,57,46,146,1429
ASSAM,N.C.HILLS,2008,42,4,14,0,2,43,2,2,2,7,0,1,15,66,233
ASSAM,NAGAON,2008,83,112,215,44,74,354,271,49,51,458,9,200,187,1441,4294
ASSAM,NALBARI,2008,31,30,55,6,33,144,10,16,9,321,6,42,37,271,1183
ASSAM,R.P.O.,2008,3,5,3,5,0,13,3,0,2,5,0,1,0,46,88
ASSAM,SIBSAGAR,2008,108,46,111,3,22,500,44,73,24,234,4,27,35,712,2276
ASSAM,SONITPUR,2008,94,56,136,7,20,451,87,45,2,83,6,34,206,1029,2779
ASSAM,TINSUKIA,2008,114,60,87,17,21,682,16,31,12,159,2,8,57,807,2333
ASSAM,UDALGURI,2008,56,42,57,14,16,108,95,18,46,34,0,7,4,260,868
BIHAR,ARARIA,2008,50,37,40,49,51,234,214,42,61,371,3,35,31,1461,2907
BIHAR,ARWAL,2008,28,2,12,1,4,57,26,21,0,0,13,0,67,433,694
BIHAR,AURANGABAD,2008,92,30,56,28,24,307,445,165,25,1487,32,13,151,290,3381
BIHAR,BAGAHA,2008,26,15,49,6,17,217,133,44,7,477,11,14,32,1261,2439
BIHAR,BANKA,2008,70,49,46,14,24,143,168,26,24,484,23,16,0,576,1848
BIHAR,BEGUSARAI,2008,101,25,110,18,67,275,225,78,19,397,41,3,160,1362,3256
BIHAR,BETTIAH,2008,64,28,51,7,18,243,261,35,26,55,33,0,133,2077,3312
BIHAR,BHABHUA,2008,40,8,37,6,14,193,148,45,6,141,19,10,82,847,1763
BIHAR,BHAGALPUR,2008,90,35,133,10,34,699,259,105,21,621,27,35,80,1777,4313
BIHAR,BHOJPUR,2008,138,18,72,16,49,314,191,164,48,1635,57,31,140,501,3866
BIHAR,BUXAR,2008,52,11,26,9,24,284,143,24,23,116,29,20,46,520,1496
BIHAR,DARBHANGA,2008,76,67,123,19,15,320,50,150,34,159,48,53,102,2178,3800
BIHAR,GAYA,2008,136,52,90,35,63,494,544,151,26,456,43,8,212,1598,4179
BIHAR,GOPALGANJ,2008,74,23,80,16,41,144,201,65,17,68,36,27,194,1356,2605
BIHAR,JAMALPUR RLY.,2008,10,1,4,8,3,123,7,1,0,0,1,0,0,64,223
BIHAR,JAMUI,2008,56,17,38,16,21,138,163,47,21,756,32,25,32,206,1788
BIHAR,JEHANABAD,2008,35,6,38,15,18,132,127,10,0,20,23,0,52,988,1524
BIHAR,KATIHAR,2008,63,120,103,16,23,152,146,85,17,765,15,12,85,1128,2858
BIHAR,KATIHAR RLY.,2008,6,2,9,4,9,232,21,8,0,33,0,5,2,110,467
BIHAR,KHAGARIA,2008,55,16,48,7,17,99,201,17,11,219,9,2,63,955,1826
BIHAR,KISHANGANJ,2008,32,30,33,7,17,169,125,4,4,426,8,0,35,308,1316
BIHAR,LAKHISARAI,2008,41,35,34,7,23,133,72,33,4,237,11,23,52,349,1187
BIHAR,MADHEPURA,2008,34,16,45,7,33,140,159,11,7,57,16,10,23,1050,1700
BIHAR,MADHUBANI,2008,62,24,51,24,26,345,285,30,16,214,24,182,162,3770,5454
BIHAR,MOTIHARI,2008,120,34,121,27,50,474,323,9,21,1876,45,14,126,833,4600
BIHAR,MUNGER,2008,85,20,61,6,43,312,189,22,3,85,14,2,53,815,1899
BIHAR,MUZAFFARPUR,2008,138,28,136,35,50,875,316,126,33,5,75,15,56,3383,5678
BIHAR,MUZAFFARPUR RLY.,2008,16,2,4,4,12,300,9,13,0,0,0,0,15,215,609
BIHAR,NALANDA,2008,120,23,100,10,23,397,190,76,25,1085,70,36,283,1472,4215
BIHAR,NAUGACHIA,2008,33,8,29,2,4,65,106,62,5,101,5,35,51,873,1523
BIHAR,NAWADAH,2008,76,28,48,10,24,151,128,35,3,401,24,10,80,613,1747
BIHAR,PATNA,2008,341,57,341,63,312,1455,428,318,6,93,99,31,781,9061,14491
BIHAR,PATNA RLY.,2008,24,0,11,9,12,601,18,19,0,0,2,7,0,212,939
BIHAR,PURNEA,2008,81,185,139,29,30,242,187,151,38,478,3,73,137,684,2802
BIHAR,ROHTAS,2008,112,21,63,22,49,439,154,97,29,165,36,15,255,2267,3943
BIHAR,SAHARSA,2008,30,22,41,13,70,131,267,59,15,304,17,75,50,809,2155
BIHAR,SAMASTIPUR,2008,81,32,74,8,28,381,253,34,41,315,60,15,303,1285,3416
BIHAR,SARAN,2008,119,34,98,29,60,455,266,95,39,1014,58,10,121,802,3550
BIHAR,SHEIKHPURA,2008,22,9,25,2,7,85,101,33,6,46,7,1,26,600,1020
BIHAR,SHEOHAR,2008,9,7,19,5,9,44,70,16,1,171,7,4,5,130,546
BIHAR,SITAMARHI,2008,72,12,70,26,36,311,59,20,27,316,24,18,53,2049,3235
BIHAR,SIWAN,2008,74,24,67,22,72,231,125,90,32,763,31,9,85,590,2452
BIHAR,SUPAUL,2008,49,53,54,6,31,181,315,85,11,121,15,71,29,688,1978
BIHAR,VAISHALI,2008,106,36,218,13,35,489,281,20,20,111,64,34,147,1824,3669
CHHATTISGARH,BALRAMPUR,2008,49,41,7,4,20,33,32,4,6,222,3,43,58,165,774
CHHATTISGARH,BILASPUR,2008,112,71,33,6,55,869,211,74,31,1741,19,171,275,1851,6337
CHHATTISGARH,BIZAPUR,2008,95,5,8,11,6,4,18,1,12,9,0,5,14,88,368
CHHATTISGARH,DANTEWARA,2008,69,10,8,25,1,47,28,8,20,43,1,17,33,278,723
CHHATTISGARH,DHAMTARI,2008,23,26,4,5,11,151,34,20,8,74,3,47,114,841,1552
CHHATTISGARH,DURG,2008,83,109,18,5,61,822,54,69,25,385,11,218,360,3580,6595
CHHATTISGARH,GRP RAIPUR,2008,5,2,0,0,4,195,1,2,0,14,0,4,1,63,301
CHHATTISGARH,JAGDALPUR,2008,73,68,13,11,13,128,55,18,9,214,2,49,149,1315,2309
CHHATTISGARH,JANJGIR,2008,36,47,8,3,34,319,100,23,17,180,14,135,137,1507,3011
CHHATTISGARH,JASHPUR,2008,65,71,46,6,24,126,27,16,6,98,0,56,84,516,1270
CHHATTISGARH,KABIRDHAM,2008,11,29,5,3,13,141,50,21,11,642,5,79,58,479,1720
CHHATTISGARH,KANKER,2008,54,15,10,14,13,77,26,6,19,31,4,26,74,543,1062
CHHATTISGARH,KORBA,2008,38,31,12,4,36,293,39,26,5,624,5,68,196,918,2515
CHHATTISGARH,KORIYA,2008,48,54,5,4,13,159,28,14,15,557,2,93,59,469,1798
CHHATTISGARH,MAHASAMUND,2008,19,24,8,1,5,155,20,19,9,200,6,57,160,631,1493
CHHATTISGARH,NARAYANPUR,2008,18,1,1,7,0,8,1,0,7,14,0,0,8,33,151
CHHATTISGARH,RAIGARH,2008,89,30,10,2,28,448,109,25,18,643,7,74,158,964,2945
CHHATTISGARH,RAIPUR,2008,112,128,46,5,85,1525,183,138,51,2328,11,247,533,3430,9981
CHHATTISGARH,RAJNANDGAON,2008,47,60,12,2,23,288,42,36,14,99,7,72,153,2035,3252
CHHATTISGARH,SARGUJA,2008,65,78,9,2,30,162,44,30,13,77,3,89,89,966,1805
CHHATTISGARH,SURAJPUR,2008,58,78,10,4,25,129,42,12,6,370,3,71,87,402,1480
GOA,NORTH GOA,2008,26,15,19,2,8,360,43,57,6,94,0,15,134,488,1489
GOA,SOUTH GOA,2008,23,15,17,1,15,241,59,48,21,91,2,17,96,398,1253
GUJARAT,AHMEDABAD COMMR.,2008,85,44,172,14,538,5485,168,200,1,1335,1,78,242,7900,18544
GUJARAT,AHMEDABAD RURAL,2008,36,3,36,14,37,354,61,9,9,236,1,16,321,2021,3404
GUJARAT,AHWA-DANG,2008,7,3,2,0,0,13,2,2,0,27,0,2,13,143,231
GUJARAT,AMRELI,2008,22,8,60,0,6,218,34,8,10,305,0,31,133,1234,2391
GUJARAT,ANAND,2008,40,11,51,12,16,508,39,10,14,342,0,25,224,2126,3794
GUJARAT,BHARUCH,2008,36,13,34,13,22,371,51,14,41,218,0,13,280,1600,3075
GUJARAT,BHAVNAGAR,2008,35,9,90,11,52,857,134,73,13,132,0,69,0,3824,5858
GUJARAT,DAHOD,2008,44,13,43,33,55,167,61,4,31,347,0,33,0,782,1808
GUJARAT,GANDHINAGAR,2008,32,8,44,6,34,606,42,40,6,271,3,18,211,3095,4808
GUJARAT,HIMATNAGAR,2008,38,16,37,11,19,206,64,33,17,209,0,22,266,3592,4887
GUJARAT,JAMNAGAR,2008,34,17,30,14,22,410,79,27,15,422,0,14,7,3810,5332
GUJARAT,JUNAGADH,2008,33,5,48,13,49,719,79,46,25,463,3,66,186,2762,5288
GUJARAT,KHEDA NORTH,2008,36,8,41,5,13,393,39,35,23,383,0,40,247,3624,5265
GUJARAT,KUTCH,2008,40,16,44,4,34,656,73,52,14,418,1,26,295,2579,4941
GUJARAT,MEHSANA,2008,29,9,54,10,33,652,84,34,9,838,0,33,185,2059,4604
GUJARAT,NARMADA,2008,11,7,7,0,1,38,7,3,4,118,0,8,63,500,810
GUJARAT,NAVSARI,2008,25,2,9,0,5,84,10,5,3,35,0,1,0,762,995
GUJARAT,PALANPUR,2008,42,37,43,9,31,413,67,35,23,1109,1,34,174,1641,4107
GUJARAT,PANCHMAHAL,2008,40,8,55,3,13,208,29,25,27,303,0,29,0,2286,3323
